频繁模式：1,2, 支持度为：8259
频繁模式：7,5,4,2,1,3,6, 支持度为：8
频繁模式：7,6,5,2,1,3,4, 支持度为：15
频繁模式：7,6,5,3,2,4,1, 支持度为：19
频繁模式：7,6,5,3,1,2,4, 支持度为：18
频繁模式：7,6,5,4,1,2,3, 支持度为：31
频繁模式：7,6,5,4,1,3,2, 支持度为：29
频繁模式：7,6,5,4,2,3,1, 支持度为：31
频繁模式：7,6,5,3,2,1,4, 支持度为：11
频繁模式：7,6,5,4,2,1,3, 支持度为：22
频繁模式：7,6,5,4,3,1,2, 支持度为：61
频繁模式：7,6,5,4,3,2,1, 支持度为：101
频繁模式：1,2,3,4,5,6,7,8, 支持度为：281
频繁模式：1,2,3,4,5,6,8,7, 支持度为：68
频繁模式：1,2,3,4,5,7,8,6, 支持度为：25
频繁模式：1,2,3,4,5,7,6,8, 支持度为：55
频繁模式：1,2,3,4,5,8,6,7, 支持度为：16
频繁模式：1,2,3,4,5,8,7,6, 支持度为：12
频繁模式：1,2,3,4,6,7,5,8, 支持度为：9
频繁模式：1,2,3,4,6,5,7,8, 支持度为：43
频繁模式：1,2,3,4,6,5,8,7, 支持度为：15
频繁模式：1,2,3,4,7,5,8,6, 支持度为：13
频繁模式：1,2,3,4,7,5,6,8, 支持度为：9
频繁模式：1,2,3,5,4,6,7,8, 支持度为：42
频繁模式：1,2,3,5,4,6,8,7, 支持度为：14
频繁模式：1,2,3,5,4,7,8,6, 支持度为：9
频繁模式：1,2,3,5,4,7,6,8, 支持度为：15
频繁模式：1,2,4,3,5,6,7,8, 支持度为：40
频繁模式：1,2,4,3,5,6,8,7, 支持度为：18
频繁模式：1,2,4,3,5,7,6,8, 支持度为：10
频繁模式：1,2,4,3,6,5,7,8, 支持度为：9
频繁模式：1,2,4,3,6,5,8,7, 支持度为：10
频繁模式：5,7,8,6,4,3,2,1, 支持度为：8
频繁模式：6,7,8,5,3,4,2,1, 支持度为：8
频繁模式：6,7,8,5,4,3,2,1, 支持度为：9
频繁模式：1,3,2,4,5,6,7,8, 支持度为：43
频繁模式：1,3,2,4,5,6,8,7, 支持度为：16
频繁模式：1,3,2,4,5,7,6,8, 支持度为：11
频繁模式：1,3,2,4,5,8,6,7, 支持度为：8
频繁模式：1,3,2,4,6,5,7,8, 支持度为：10
频繁模式：1,3,2,5,4,6,8,7, 支持度为：11
频繁模式：1,3,2,5,4,7,6,8, 支持度为：9
频繁模式：6,8,7,5,4,3,2,1, 支持度为：19
频繁模式：2,3,1,4,5,6,7,8, 支持度为：13
频繁模式：7,8,5,6,4,3,2,1, 支持度为：21
频繁模式：7,8,6,4,5,3,2,1, 支持度为：10
频繁模式：7,8,6,5,4,1,2,3, 支持度为：12
频繁模式：7,8,6,5,4,3,1,2, 支持度为：20
频繁模式：7,8,6,5,4,3,2,1, 支持度为：24
频繁模式：2,1,3,4,5,6,7,8, 支持度为：58
频繁模式：2,1,3,4,5,6,8,7, 支持度为：14
频繁模式：2,1,3,4,5,7,6,8, 支持度为：15
频繁模式：2,1,3,4,6,8,7,5, 支持度为：9
频繁模式：2,1,3,4,6,5,7,8, 支持度为：15
频繁模式：2,1,3,5,4,6,7,8, 支持度为：10
频繁模式：2,1,4,3,5,6,7,8, 支持度为：9
频繁模式：7,6,8,4,5,3,2,1, 支持度为：9
频繁模式：7,6,8,5,4,3,2,1, 支持度为：12
频繁模式：3,1,2,4,5,6,7,8, 支持度为：14
频繁模式：4,1,2,3,5,6,7,8, 支持度为：11
频繁模式：8,1,2,3,4,5,6,7, 支持度为：8
频繁模式：8,6,7,4,5,3,2,1, 支持度为：8
频繁模式：8,6,7,5,4,1,3,2, 支持度为：8
频繁模式：8,6,7,5,4,2,3,1, 支持度为：8
频繁模式：8,6,7,5,4,3,1,2, 支持度为：14
频繁模式：8,6,7,5,4,3,2,1, 支持度为：18
频繁模式：3,2,1,4,5,6,7,8, 支持度为：11
频繁模式：8,7,5,6,4,1,2,3, 支持度为：9
频繁模式：8,7,5,6,4,3,1,2, 支持度为：12
频繁模式：8,7,5,6,4,3,2,1, 支持度为：11
频繁模式：8,7,5,4,6,3,2,1, 支持度为：9
频繁模式：8,7,6,4,5,3,1,2, 支持度为：11
频繁模式：8,7,6,4,5,3,2,1, 支持度为：13
频繁模式：8,7,6,4,3,5,2,1, 支持度为：9
频繁模式：8,7,6,5,1,2,3,4, 支持度为：10
频繁模式：8,7,6,5,1,3,2,4, 支持度为：8
频繁模式：8,7,6,5,3,4,2,1, 支持度为：14
频繁模式：8,7,6,5,3,1,2,4, 支持度为：8
频繁模式：8,7,6,5,4,1,2,3, 支持度为：18
频繁模式：8,7,6,5,4,1,3,2, 支持度为：14
频繁模式：8,7,6,5,4,2,3,1, 支持度为：17
频繁模式：8,7,6,5,4,2,1,3, 支持度为：11
频繁模式：8,7,6,5,4,3,1,2, 支持度为：33
频繁模式：8,7,6,5,4,3,2,1, 支持度为：45
频繁模式：1,2,3,4,5,6,7,8,9, 支持度为：203
频繁模式：1,2,3,4,5,6,7,9,8, 支持度为：52
频繁模式：1,2,3,4,5,6,8,9,7, 支持度为：18
频繁模式：1,2,3,4,5,6,8,7,9, 支持度为：41
频繁模式：1,2,3,4,5,6,9,7,8, 支持度为：12
频繁模式：1,2,3,4,5,6,9,8,7, 支持度为：11
频繁模式：1,2,3,4,5,7,6,8,9, 支持度为：29
频繁模式：1,2,3,4,5,7,6,9,8, 支持度为：10
频繁模式：1,2,3,4,5,8,6,9,7, 支持度为：10
频繁模式：1,2,3,4,5,8,6,7,9, 支持度为：8
频繁模式：1,2,3,4,6,5,7,8,9, 支持度为：28
频繁模式：1,2,3,4,6,5,7,9,8, 支持度为：10
频繁模式：1,2,3,4,6,5,8,7,9, 支持度为：9
频繁模式：1,2,3,5,4,6,7,8,9, 支持度为：21
频繁模式：1,2,3,5,4,6,7,9,8, 支持度为：9
频繁模式：1,2,4,3,5,6,7,8,9, 支持度为：26
频繁模式：1,2,4,3,5,6,8,7,9, 支持度为：8
频繁模式：1,3,2,4,5,6,7,8,9, 支持度为：34
频繁模式：7,9,8,6,5,4,3,2,1, 支持度为：9
频繁模式：2,3,1,4,5,6,7,8,9, 支持度为：8
频繁模式：8,9,7,6,5,4,3,1,2, 支持度为：9
频繁模式：8,9,7,6,5,4,3,2,1, 支持度为：9
频繁模式：2,1,3,4,5,6,7,8,9, 支持度为：44
频繁模式：2,1,3,4,5,6,8,7,9, 支持度为：9
频繁模式：2,1,3,4,5,7,6,8,9, 支持度为：8
频繁模式：2,1,3,4,6,5,7,8,9, 支持度为：8
频繁模式：3,1,2,4,5,6,7,8,9, 支持度为：11
频繁模式：9,7,8,6,5,4,3,2,1, 支持度为：8
频繁模式：3,2,1,4,5,6,7,8,9, 支持度为：9
频繁模式：9,8,7,6,4,5,3,2,1, 支持度为：9
频繁模式：9,8,7,6,5,4,1,2,3, 支持度为：9
频繁模式：9,8,7,6,5,4,1,3,2, 支持度为：10
频繁模式：9,8,7,6,5,4,2,3,1, 支持度为：11
频繁模式：9,8,7,6,5,4,3,1,2, 支持度为：14
频繁模式：9,8,7,6,5,4,3,2,1, 支持度为：19
频繁模式：1,2,3,4,5,6,7,8,9,10, 支持度为：149
频繁模式：1,2,3,4,5,6,7,8,10,9, 支持度为：40
频繁模式：1,2,3,4,5,6,7,9,10,8, 支持度为：10
频繁模式：1,2,3,4,5,6,7,9,8,10, 支持度为：30
频繁模式：1,2,3,4,5,6,7,10,8,9, 支持度为：10
频繁模式：1,2,3,4,5,6,7,10,9,8, 支持度为：8
频繁模式：1,2,3,4,5,6,8,7,9,10, 支持度为：20
频繁模式：1,2,3,4,5,6,8,7,10,9, 支持度为：9
频繁模式：1,2,3,4,5,6,9,7,10,8, 支持度为：8
频繁模式：1,2,3,4,5,7,6,8,9,10, 支持度为：20
频繁模式：1,2,3,4,5,7,6,9,8,10, 支持度为：8
频繁模式：1,2,3,4,6,5,7,8,9,10, 支持度为：16
频繁模式：1,2,3,5,4,6,7,8,9,10, 支持度为：14
频繁模式：1,2,4,3,5,6,7,8,9,10, 支持度为：21
频繁模式：1,3,2,4,5,6,7,8,9,10, 支持度为：27
频繁模式：2,1,3,4,5,6,7,8,9,10, 支持度为：30
频繁模式：10,9,8,7,6,5,4,3,1,2, 支持度为：9
频繁模式：1,2,3,4,5,6,7,8,9,10,11, 支持度为：109
频繁模式：1,2,3,4,5,6,7,8,9,11,10, 支持度为：32
频繁模式：1,2,3,4,5,6,7,8,10,9,11, 支持度为：24
频繁模式：1,2,3,4,5,6,7,8,11,9,10, 支持度为：8
频繁模式：1,2,3,4,5,6,7,9,8,10,11, 支持度为：12
频繁模式：1,2,3,4,5,6,7,10,8,11,9, 支持度为：8
频繁模式：1,2,3,4,5,6,8,7,9,10,11, 支持度为：15
频繁模式：1,2,3,4,5,6,8,7,10,9,11, 支持度为：8
频繁模式：1,2,3,4,5,7,6,8,9,10,11, 支持度为：10
频繁模式：1,2,3,4,6,5,7,8,9,10,11, 支持度为：10
频繁模式：1,2,3,5,4,6,7,8,9,10,11, 支持度为：11
频繁模式：1,2,4,3,5,6,7,8,9,10,11, 支持度为：15
频繁模式：1,3,2,4,5,6,7,8,9,10,11, 支持度为：19
频繁模式：2,1,3,4,5,6,7,8,9,10,11, 支持度为：20
频繁模式：1,2,3,4,5,6,7,8,9,10,11,12, 支持度为：80
频繁模式：1,2,3,4,5,6,7,8,9,10,12,11, 支持度为：23
频繁模式：1,2,3,4,5,6,7,8,9,11,10,12, 支持度为：20
频繁模式：1,2,3,4,5,6,7,8,10,9,11,12, 支持度为：8
频繁模式：1,2,3,4,5,6,7,8,11,9,12,10, 支持度为：8
频繁模式：1,2,3,4,5,6,7,9,8,10,11,12, 支持度为：9
频繁模式：1,2,3,4,6,5,7,8,9,10,11,12, 支持度为：8
频繁模式：1,2,3,5,4,6,7,8,9,10,11,12, 支持度为：8
频繁模式：1,2,4,3,5,6,7,8,9,10,11,12, 支持度为：11
频繁模式：1,3,2,4,5,6,7,8,9,10,11,12, 支持度为：11
频繁模式：2,1,3,4,5,6,7,8,9,10,11,12, 支持度为：13
频繁模式：1,2,3,4,5,6,7,8,9,10,11,12,13, 支持度为：57
频繁模式：1,2,3,4,5,6,7,8,9,10,11,13,12, 支持度为：19
频繁模式：1,2,3,4,5,6,7,8,9,10,12,11,13, 支持度为：14
频繁模式：1,2,4,3,5,6,7,8,9,10,11,12,13, 支持度为：9
频繁模式：1,3,2,4,5,6,7,8,9,10,11,12,13, 支持度为：8
频繁模式：2,1,3,4,5,6,7,8,9,10,11,12,13, 支持度为：11
频繁模式：1,2,3,4,5,6,7,8,9,10,11,12,13,14, 支持度为：39
频繁模式：1,2,3,4,5,6,7,8,9,10,11,12,14,13, 支持度为：15
频繁模式：1,2,3,4,5,6,7,8,9,10,11,13,12,14, 支持度为：12
频繁模式：2,1,3,4,5,6,7,8,9,10,11,12,13,14, 支持度为：8
频繁模式：1,2,3,4,5,6,7,8,9,10,11,12,13,14,15, 支持度为：27
频繁模式：1,2,3,4,5,6,7,8,9,10,11,12,13,15,14, 支持度为：10
频繁模式：1,2,3,4,5,6,7,8,9,10,11,12,14,13,15, 支持度为：8
频繁模式：1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16, 支持度为：18
频繁模式：1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17, 支持度为：10
